Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold (Liters)
INV-48778100164,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,REMY COINTREAU USA INC,64776,12,386.64,9.0
INV-48817600213,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,mhw ltd,17543,6,300.06,4.5
INV-47954800035,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,E & J GALLO WINERY,73052,2,24.0,0.75
INV-48746000019,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,19064,,201.6,9.0
INV-48746000296,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,64489,2,28.5,1.5
INV-48292400112,2022-06-13,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,77988,6,74.28,4.5
INV-48275200039,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,36769,12,179.88,9.0
INV-47976200067,2022-06-02,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,86456,6,94.08,10.5
INV-48746000158,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,88186,90,2024.1,67.5
INV-47997300197,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,59161,6,90.36,10.5
INV-48020900056,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,77318,6,99.0,10.5
INV-47937500097,2022-06-01,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,OLE SMOKY DISTILLERY LLC,86749,6,112.5,4.5
INV-48818300045,2022-06-30,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BACARDI USA INC,66836,6,180.0,4.5
INV-48816700027,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,84197,2,15.48,0.1
INV-48796600063,2022-06-29,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,77956,12,148.56,9.0
INV-48216200002,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,11588,120,2338.8,210.0
INV-48796600055,2022-06-29,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BROWN FORMAN CORP.,22207,6,357.84,10.5
INV-47932600002,2022-06-01,HY-VEE #3 / BDI / DES MOINES,50320,sazerac company  inc,69609,24,180.0,1.2
INV-48275200066,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,43137,24,342.0,24.0
INV-48216500025,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,62420,6,63.18,10.5
INV-47976200057,2022-06-02,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,64865,12,161.64,9.0
INV-47991000049,2022-06-02,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,65013,48,309.6,2.4
INV-48816900190,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,mississippi river distil,58746,3,72.0,2.25
INV-48746000043,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PHILLIPS BEVERAGE,37338,6,103.5,10.5
INV-48781400003,2022-06-29,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,45419,,80.16,12.0
INV-48781400010,2022-06-29,HY-VEE #3 / BDI / DES MOINES,50320,"blue ox spirits, inc.",36874,,1188.0,180.0
INV-48309800022,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,19475,12,168.0,4.5
INV-48778100188,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,27780,2,21.0,0.1
INV-48817600189,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,86251,60,217.8,60.0
INV-47954800020,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,19064,,201.6,9.0
INV-48351600025,2022-06-15,HY-VEE #4 / WDM,50265,PROXIMO,58909,6,41.4,1.2
INV-48810000180,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,100413,1,77.4,0.05
INV-48281600037,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,27026,,96.72,3.0
INV-48275400003,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,27604,12,378.0,9.0
INV-48275200044,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,constellation brands inc,37302,12,144.0,9.0
INV-48281600097,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,58801,6,99.0,10.5
INV-48746000289,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,68038,3,146.22,5.25
INV-47991000100,2022-06-02,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,E & J GALLO WINERY,39492,12,135.0,9.0
INV-48746000279,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,43051,3,37.17,2.25
INV-48818300054,2022-06-30,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,77632,,148.56,9.0
INV-48281600098,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,proximo,58835,12,83.16,9.6
INV-48216600041,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,4868,2,79.5,3.5
INV-48739300085,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,66226,3,56.22,2.25
INV-48216600090,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,PROXIMO,58875,,16.56,1.75
INV-48295500101,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,43621,12,180.0,9.0
INV-48275200025,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,30318,6,99.0,10.5
INV-48739400004,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,80458,30,519.3,52.5
INV-47954800067,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,43028,6,103.98,10.5
INV-48281600071,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,e & j gallo winery,39492,12,135.0,9.0
INV-48810000116,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,52146,,27.0,2.25
INV-47985300039,2022-06-02,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,43387,12,94.56,12.0
INV-48281500005,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,19481,12,405.0,9.0
INV-47973300029,2022-06-02,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,43336,12,163.08,9.0
INV-48816900280,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,ole smoky distillery llc,86843,6,99.0,4.5
INV-48778100026,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,16039,6,138.06,4.5
INV-48309900137,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,75181,12,204.0,9.0
INV-48021000140,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401a,JIM BEAM BRANDS,44486,3,31.5,2.25
INV-48295200050,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,E & J GALLO WINERY,36969,96,1080.0,72.0
INV-47937500026,2022-06-01,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,27680,2,21.0,0.1
INV-48778100199,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PERNOD RICARD USA,34001,,23.76,0.1
INV-47985300024,2022-06-02,HY-VEE #3 / BDI / DES MOINES,50320,constellation brands inc,34819,,144.0,12.0
INV-47997000008,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,william grant & sons inc,6998,,101.28,10.5
INV-48292400029,2022-06-13,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,84224,10,77.4,0.5
INV-47937600020,2022-06-01,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,MAISON FERRAND USA,943533,6,164.28,6.0
INV-48816900251,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,78293,2,24.76,1.5
INV-47991000134,2022-06-02,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,MIDWEST LIQUOR COMPANY,38075,6,64.8,10.5
INV-48020100022,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,100413,10,774.0,0.5
INV-48355400148,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,10628,6,130.5,10.5
INV-48796600060,2022-06-29,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,37996,12,148.56,9.0
INV-48020300003,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,57174,42,409.5,73.5
INV-48778100090,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,BROWN FORMAN CORP.,22228,6,274.44,4.5
INV-48021000033,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,68013,1,24.74,0.75
INV-47997300261,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,86887,4,77.84,4.0
INV-47954800075,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DISARONNO INTERNATIONAL,64136,12,284.76,9.0
INV-48818200012,2022-06-30,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,33466,10,88.2,0.5
INV-47954800022,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PROXIMO,58872,6,78.66,10.5
INV-48275200110,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,william grant & sons inc,88116,12,297.0,9.0
INV-48796600024,2022-06-29,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,STOLI GROUP,34870,12,179.88,9.0
INV-48021000135,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,CAMPARI AMERICA,43797,2,34.5,1.5
INV-48778100224,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,BACARDI USA INC,43124,6,40.5,2.25
INV-47991000124,2022-06-02,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PERNOD RICARD USA,34006,12,179.88,9.0
INV-47937500102,2022-06-01,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,87280,6,241.56,4.5
INV-48281600014,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,phillips beverage,15582,,45.33,2.25
INV-48739400031,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,STOLI GROUP,88464,6,180.3,4.5
INV-48216600024,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,MCCORMICK DISTILLING CO.,68611,5,49.95,3.75
INV-48778100030,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,MHW LTD,87132,1,307.68,0.75
INV-48309900093,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,INFINIUM SPIRITS,44159,6,125.82,4.5
INV-48275200009,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,17087,36,1160.64,36.0
INV-48275200019,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,brown forman corp.,26906,6,252.0,4.5
INV-48780800037,2022-06-29,HY-VEE #4 / WDM,50265,PROXIMO,58840,6,78.66,10.5
INV-47954800055,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PHILLIPS BEVERAGE,41692,6,103.5,10.5
INV-48316800034,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MCCORMICK DISTILLING CO.,36908,6,71.94,10.5
INV-48816900112,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,infinium spirits,37886,4,32.28,3.0
INV-48816900191,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,58860,6,78.66,10.5
INV-47991000025,2022-06-02,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,WESTERN SPIRITS BEVERAGE,27433,6,103.5,4.5
INV-48818200015,2022-06-30,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,WESTERN SPIRITS BEVERAGE,26765,6,103.5,4.5
INV-47954800127,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,43848,24,270.0,42.0
INV-47937600034,2022-06-01,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,WESTERN SPIRITS BEVERAGE,26362,6,103.5,4.5
INV-48780800099,2022-06-29,HY-VEE #4 / WDM,50265,CAMPARI AMERICA,64996,4,96.0,3.0
INV-48746000145,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,36769,12,179.88,9.0
INV-47954800203,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SERRALLES USA,43426,,22.5,1.5
INV-48778100131,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PROXIMO,59193,,78.66,10.5
INV-47976200076,2022-06-02,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,89177,,85.5,1.5
INV-48818300019,2022-06-30,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,34456,12,204.0,9.0
INV-47991000152,2022-06-02,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,75264,3,45.0,2.25
INV-48746000199,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,10789,5,37.5,1.0
INV-48275400008,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,87280,60,2415.6,45.0
INV-48816900062,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,"blackbird spirits, llc / dr. stoners herb infused spirits",28004,2,49.48,1.5
INV-48739300034,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,27618,1,13.5,0.37
INV-48281600053,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,36304,6,16.74,2.25
INV-48295500133,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,E & J GALLO WINERY,31475,12,144.0,9.0
INV-48021000058,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,PROXIMO,14192,1,20.25,0.75
INV-47976300015,2022-06-02,HY-VEE #7 / CEDAR RAPIDS,52411,brown forman corp.,22228,6,274.44,4.5
INV-48295500157,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CEDAR RIDGE VINEYARDS LL,25165,12,450.0,9.0
INV-47937500018,2022-06-01,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,CAMPARI AMERICA,22102,,189.0,4.5
INV-47937500036,2022-06-01,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,35213,6,98.94,10.5
INV-48746000330,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,5290,3,55.14,2.25
INV-47937600017,2022-06-01,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,57181,6,58.5,10.5
INV-48309800020,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,15606,6,314.82,4.5
INV-48774100054,2022-06-29,HY-VEE FOOD STORE / CORALVILLE,52241,BACARDI USA INC,34422,6,171.0,6.0
INV-48216500014,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,88768,6,113.76,10.5
INV-48281500006,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,constellation brands inc,18604,24,756.0,18.0
INV-47997300065,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,27560,2,87.36,1.5
INV-48021000154,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,PROXIMO,59154,2,30.12,3.5
INV-48295500094,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MHW LTD,88949,3,111.75,2.25
INV-48021000075,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,PROXIMO,15526,1,31.35,0.75
INV-48796600047,2022-06-29,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,AIKO IMPORTERS INC,27245,6,171.0,4.5
INV-47976200016,2022-06-02,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,19477,,101.25,3.0
INV-48295200029,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,26373,12,126.0,0.6
INV-48796600057,2022-06-29,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,19476,12,324.0,9.0
INV-48216100005,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,27618,1,13.5,0.37
INV-47954800243,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,36034,3,31.5,2.25
INV-48835900017,2022-06-30,HY-VEE FOOD STORE #1 / MASON CITY,50401,INFINIUM SPIRITS,27102,12,325.68,9.0
INV-48746000190,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,63345,,117.0,4.5
INV-48777000004,2022-06-29,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,42718,,332.88,21.0
INV-48216600066,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,PROXIMO,64933,2,47.94,1.5
INV-48739300082,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,64868,12,276.0,21.0
INV-48778100075,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,16096,12,180.0,9.0
INV-47954800038,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,87280,6,241.56,4.5
INV-47937500035,2022-06-01,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,34458,12,371.88,21.0
INV-48739300063,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PHILLIPS BEVERAGE,41692,6,103.5,10.5
INV-47954800012,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,43337,12,211.56,12.0
INV-48275200057,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,shaw-ross international,42426,12,134.16,9.0
INV-48780800063,2022-06-29,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,77647,4,49.52,3.0
INV-47954800098,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,35179,12,126.0,9.0
INV-48021000176,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,PROXIMO,35964,1,14.94,0.75
INV-47954800008,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,64870,,259.2,19.2
INV-48746000305,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,19112,3,63.0,2.25
INV-48816900205,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,campari america,64636,3,76.5,2.25
INV-47976200013,2022-06-02,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,18860,1,45.0,0.75
INV-48810000148,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,77740,3,37.14,2.25
INV-48216500029,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,63530,6,54.0,10.5
INV-48746000115,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,E & J GALLO WINERY,80485,6,99.0,4.5
INV-48817600010,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,15884,6,167.94,4.5
INV-48346000001,2022-06-15,HY-VEE #3 / BDI / DES MOINES,50320,dehner distillery,46320,84,495.6,84.0
INV-47937500010,2022-06-01,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,12860,12,117.0,9.0
INV-48816900248,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,77842,4,49.52,3.0
INV-47976200008,2022-06-02,HY-VEE #7 / CEDAR RAPIDS,52411,brown forman corp.,16396,3,56.25,2.25
INV-48816900262,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,80578,6,63.0,10.5
INV-47954800072,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,45248,12,135.0,21.0
INV-48739300072,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,52318,6,108.0,10.5
INV-48796600012,2022-06-29,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,19064,,201.6,9.0
INV-48295500123,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DV SPIRITS LLC,88413,12,207.0,9.0
INV-47954800043,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PROXIMO,59154,6,90.36,10.5
INV-48780800029,2022-06-29,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,10805,4,50.96,1.5
INV-47937600003,2022-06-01,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,FIFTH GENERATION INC,38178,240,6840.0,420.0
INV-48817600009,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,17087,48,1547.52,48.0
INV-48216600016,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,66636,3,60.75,2.25
INV-48281600137,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,ole smoky distillery llc,86987,,99.0,4.5
INV-48816900013,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,12466,4,31.4,3.0
INV-48020100017,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,17917,1,52.5,0.75
INV-48816900049,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,laird & company,23828,6,68.58,10.5
INV-48020900089,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,36307,12,72.96,12.0
INV-48281600064,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,37997,3,41.64,3.0
INV-47954800129,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,65487,6,134.94,4.5
INV-48777000005,2022-06-29,HY-VEE #3 / BDI / DES MOINES,50320,maison ferrand usa,966122,12,311.4,9.0
INV-47991000074,2022-06-02,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PARK STREET IMPORTS,87369,6,225.0,4.5
INV-48746000324,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PIEDMONT DISTILLERS INC,76042,2,34.5,1.5
INV-48746000271,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,E & J GALLO WINERY,52563,2,24.72,1.5
INV-48817600047,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,28867,72,1674.0,72.0
INV-47973300054,2022-06-02,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,25877,12,90.0,12.0
INV-48834900017,2022-06-30,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,11588,60,1169.4,105.0
INV-48739300055,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,38008,12,265.56,21.0
INV-48817600046,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,dehner distillery,30305,24,126.0,24.0
INV-48817600079,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,43037,12,171.0,12.0
INV-48295200077,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,PERNOD RICARD USA,34029,12,269.88,12.0
INV-48835700001,2022-06-30,HY-VEE FOOD STORE #1 / MASON CITY,50401,REMY COINTREAU USA INC,28905,6,179.82,4.5
INV-48281600123,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,78071,3,37.14,2.25
INV-48778100140,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,57279,6,58.5,10.5
INV-48309900130,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,68036,12,296.88,9.0
INV-47937600008,2022-06-01,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,57129,6,58.5,10.5
INV-48292400061,2022-06-13,HY-VEE #4 / WDM,50265,JIM BEAM BRANDS,16416,3,60.75,2.25
INV-48316800202,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,E & J GALLO WINERY,36971,2,42.0,3.5
INV-48780800109,2022-06-29,HY-VEE #4 / WDM,50265a,JIM BEAM BRANDS,82786,4,40.52,3.0
INV-48216200005,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,MINHAS MICRO DISTILLERY,38581,60,585.0,105.0
INV-48745900006,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PALM BAY INTERNATIONAL,15548,1,82.5,0.7
INV-48746000149,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,24458,30,495.0,52.5
INV-48774100029,2022-06-29,HY-VEE FOOD STORE / CORALVILLE,52241,PROXIMO,58838,108,1415.88,189.0
INV-48810000097,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,43285,12,163.08,9.0
INV-48739300047,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,MCCORMICK DISTILLING CO.,36908,6,71.94,10.5
INV-48355400247,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,64864,4,32.0,1.5
INV-47954800108,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,INFINIUM SPIRITS,87026,,166.5,4.5
INV-48275200018,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,19067,36,702.0,36.0
INV-48020900050,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,29568,6,94.5,10.5
INV-48216600096,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,E & J GALLO WINERY,40313,1,21.0,1.75
INV-48021000008,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,27780,3,31.5,0.15
INV-48021000080,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,5289,1,22.47,1.0
INV-48295200120,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,WESTERN SPIRITS BEVERAGE,26432,6,103.5,4.5
